5,Cerdos,4,Youpig!®,4,Youpig!®,68,Youpig! Baby
5,Cerdos,4,Youpig!®,4,Youpig!®,69,Youpig! 1
5,Cerdos,4,Youpig!®,4,Youpig!®,70,Youpig! 2
5,Cerdos,4,Youpig!®,4,Youpig!®,71,Youpig! 3
5,Cerdos,4,Youpig!®,4,Youpig!®,72,Youpig! Inicio
5,Cerdos,17,Growpig!®,18,Growpig!®,73,Growpig! Crecimiento
5,Cerdos,17,Growpig!®,18,Growpig!®,74,Growpig! Desarrollo
5,Cerdos,17,Growpig!®,18,Growpig!®,75,Growpig! Poder
5,Cerdos,17,Growpig!®,18,Growpig!®,76,Growpig! Gestación
5,Cerdos,17,Growpig!®,18,Growpig!®,77,Growpig! Lactancia
5,Cerdos,19,Api-Aba Premium®,20,Super Apilac®,78,Súper Apilac Ultra 1
5,Cerdos,19,Api-Aba Premium®,20,Super Apilac®,79,Súper Apilac 2
5,Cerdos,19,Api-Aba Premium®,20,Super Apilac®,80,Súper Apilac 3
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,81,Carnerina No. 1
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,82,Carnerina No. 2
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,83,Carnerina No. 3
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,84,Finalizador Engorda Cerdos
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,85,Carnerina No.4 Lactancia
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,86,Carnerina No.5 Gestación
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,87,Concentrado Carnerina Crecimiento-Engorda
5,Cerdos,19,Api-Aba Premium®,50,Carnerina®,88,Concentrado Carnerina Crecimiento-Engorda Reproductores
5,Cerdos,20,Api-Aba Balance®,21,Pork®,89,Iniciapork Mejorado
5,Cerdos,20,Api-Aba Balance®,21,Pork®,90,Crecipork Mejorado
5,Cerdos,20,Api-Aba Balance®,21,Pork®,91,Engordapork Mejorado
5,Cerdos,20,Api-Aba Balance®,21,Pork®,92,Reprodupork Mejorado
5,Cerdos,20,Api-Aba Balance®,21,Pork®,93,Concentrapork Mejorado
5,Cerdos,18,Malta Premium®,51,Cerdipower®,94,Cerdipower Crecimiento
5,Cerdos,18,Malta Premium®,51,Cerdipower®,95,Cerdipower Finalizador
5,Cerdos,18,Malta Premium®,51,Cerdipower®,96,Cerdipower Lactancia
5,Cerdos,18,Malta Premium®,51,Cerdipower®,97,Cerdipower Gestación
5,Cerdos,18,Malta Premium®,51,Cerdipower®,98,Concentrado Cerdipower Crecimiento Engorda
5,Cerdos,18,Malta Premium®,51,Cerdipower®,99,Concentrado Cerdipower Reproductores
6,Aves Postura,30,Súper Premium®,45,Genesa®,100,Genesa
6,Aves Postura,30,Súper Premium®,63,Golden Egg®,101,Golden egg Fase 1
6,Aves Postura,30,Súper Premium®,63,Golden Egg®,102,Golden egg Fase 2
6,Aves Postura,30,Súper Premium®,63,Golden Egg®,103,Golden egg Fase 3
6,Aves Postura,30,Súper Premium®,63,Golden Egg®,104,Golden egg Pelecha
6,Aves Postura,7,Api-Aba Premium®,7,Super Baby®,105,Super-Baby Plus Te
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,106,Pollorina No. 1 Plus Te
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,107,Pollorina No. 2 Plus Te
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,108,Pollorina Prepostura
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,109,Pollorina Fase I
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,110,Pollorina Fase II
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,111,Pollorina Fase III
6,Aves Postura,7,Api-Aba Premium®,83,Pollorina®,112,Pollorina Pelecha Completo
6,Aves Postura,47,Api-Aba Balance®,64,Pone Oro®,113,Pone Oro Iniciacion
6,Aves Postura,47,Api-Aba Balance®,64,Pone Oro®,114,Pone Oro Desarrollo
6,Aves Postura,47,Api-Aba Balance®,64,Pone Oro®,115,Pone Oro 16% Plus Te
6,Aves Postura,47,Api-Aba Balance®,65,Gana Aves Multiusos®,116,Gana Aves Multiusos
7,Pollo Engorda,45,Súper Premium,62,Genesa®,117,Genesa
7,Pollo Engorda,29,Malta Premium®,47,Caporina®,118,Caporina Iniciador
7,Pollo Engorda,29,Malta Premium®,47,Caporina®,119,Caporina Crecimiento
7,Pollo Engorda,29,Malta Premium®,47,Caporina®,120,Caporina Finalizador
7,Pollo Engorda,33,Malta Balance®,49,Pollo Especial®,121,Pollito Especial
7,Pollo Engorda,33,Malta Balance®,49,Pollo Especial®,123,Pollo Especial
7,Pollo Engorda,33,Malta Balance®,49,Pollo Especial®,125,Pollo Oro Depósito
9,Pavos,8,Pavo Max®,8,Pavo Max®,138,Pavo Max Premium 1
9,Pavos,8,Pavo Max®,8,Pavo Max®,139,Pavo Max Premium 2
9,Pavos,8,Pavo Max®,8,Pavo Max®,140,Pavo Max Premium 3
9,Pavos,53,Pavo Ganador®,60,Pavo Ganador® 40Kg,141,Pavo Iniciación 
9,Pavos,53,Pavo Ganador®,60,Pavo Ganador® 40Kg,142,Pavo Desarrollo 
9,Pavos,53,Pavo Ganador®,60,Pavo Ganador® 40Kg,143,Pavo Engorda 
10,Codornices,9,Premium,9,Codorniz,144,Codorniz Inicio
10,Codornices,9,Premium,9,Codorniz,145,Codorniz Engorda
10,Codornices,9,Premium,9,Codorniz,146,Codorniz Postura
12,Conejos,5,Starlap®,5,STARLAP®,164,Starlap Conejos Destete
12,Conejos,5,Starlap®,5,STARLAP®,165,Starlap Conejos Engorda
12,Conejos,5,Starlap®,5,STARLAP®,166,Starlap Conejos Reproductor CE
12,Conejos,54,Conejo Ganador®,69,Conejo Ganador 40Kg®,167,Conejo Ganador
12,Conejos,66,Nutriconejos®,91,Nutriconejos®,169,Nutriconejos
6,Aves Postura,48,Malta Balance®,66,Pone Oro®,170,Pone Oro Iniciacion
6,Aves Postura,48,Malta Balance®,66,Pone Oro®,171,Pone Oro Desarrollo
6,Aves Postura,48,Malta Balance®,66,Pone Oro®,172,Pone Oro 16% Plus Te
5,Cerdos,18,Malta Premium®,75,Super Apilac®,225,Súper Apilac Ultra 1
5,Cerdos,18,Malta Premium®,75,Super Apilac®,226,Súper Apilac Ultra 2
5,Cerdos,18,Malta Premium®,75,Super Apilac®,227,Súper Apilac 3
5,Cerdos,57,Malta Balance®,76,Súper Pork®,228,Iniciapork Mejorado
5,Cerdos,57,Malta Balance®,76,Súper Pork®,229,Crecipork Mejorado
5,Cerdos,57,Malta Balance®,76,Súper Pork®,230,Engordapork Mejorado
5,Cerdos,57,Malta Balance®,76,Súper Pork®,231,Reprodupork Mejorado
5,Cerdos,57,Malta Balance®,76,Súper Pork®,232,Concentrapork Mejorado
6,Aves Postura,58,Malta Premium®,77,Super Baby®,234,Super-Baby Plus Te
6,Aves Postura,58,Malta Premium®,78,Pollorina®,235,Pollorina No. 1 Plus Te
6,Aves Postura,58,Malta Premium®,78,Pollorina®,236,Pollorina No. 2 Plus Te
6,Aves Postura,58,Malta Premium®,78,Pollorina®,237,Pollorina Prepostura
6,Aves Postura,58,Malta Premium®,78,Pollorina®,238,Pollorina Fase I
6,Aves Postura,58,Malta Premium®,78,Pollorina®,239,Pollorina Fase II
6,Aves Postura,58,Malta Premium®,78,Pollorina®,240,Pollorina Fase III
6,Aves Postura,58,Malta Premium®,78,Pollorina®,241,Pollorina Pelecha Completo
7,Pollo Engorda,59,Api-Aba Premium®,79,Caporina®,242,Caporina Iniciador
7,Pollo Engorda,59,Api-Aba Premium®,79,Caporina®,243,Caporina Crecimiento
7,Pollo Engorda,59,Api-Aba Premium®,79,Caporina®,244,Caporina Finalizador 
7,Pollo Engorda,60,Api-Aba Balance®,80,Pollo Oro®,246,Pollito Oro
7,Pollo Engorda,60,Api-Aba Balance®,80,Pollo Oro®,248,Pollo Oro
7,Pollo Engorda,60,Api-Aba Balance®,80,Pollo Oro®,249,Pollo Oro Deposito
5,Cerdos,18,Malta Premium®,51,Cerdipower®,270,Cerdipower Iniciación
6,Aves Postura,48,Malta Balance®,97,Multi Aves®,286,Multi Aves
9,Pavos,53,Pavo Ganador®,103,Pavo Ganador® 5Kg,303,Pavo Iniciación 
9,Pavos,53,Pavo Ganador®,103,Pavo Ganador® 5Kg,304,Pavo Desarrollo 
12,Conejos,54,Conejo Ganador®,104,Conejo Ganador 5Kg®,305,Conejo Ganador
7,Pollo Engorda,60,Api-Aba Balance®,105,Pollo Ganador® 5Kg,306,Pollito Oro Iniciación 5Kg
7,Pollo Engorda,60,Api-Aba Balance®,105,Pollo Ganador® 5Kg,307,Pollo Oro Engorda 5Kg
7,Pollo Engorda,33,Malta Balance®,106,Pollo Ganador® 5Kg,308,Pollito Oro Iniciación 5Kg
7,Pollo Engorda,33,Malta Balance®,106,Pollo Ganador® 5Kg,309,Pollo Oro Engorda 5Kg
5,Cerdos,20,Api-Aba Balance®,107,Cerdo Ganador® 5Kg,310,Iniciapork Mejorado
5,Cerdos,20,Api-Aba Balance®,107,Cerdo Ganador® 5Kg,311,Crecipork Mejorado
5,Cerdos,20,Api-Aba Balance®,107,Cerdo Ganador® 5Kg,312,Engordapork Mejorado
6,Aves Postura,47,Api-Aba Balance®,109,Gallina Ganador®,313,Pone Oro 16%
6,Aves Postura,48,Malta Balance®,110,Gallina Ganador®,314,Pone Oro 16%
5,Cerdos,57,Malta Balance®,108,Cerdo Ganador® 5Kg,315,Iniciapork Mejorado
5,Cerdos,57,Malta Balance®,108,Cerdo Ganador® 5Kg,316,Crecipork Mejorado
5,Cerdos,57,Malta Balance®,108,Cerdo Ganador® 5Kg,317,Engordapork Mejorado
